coord_lat,coord_lon,weather_id,weather_main,weather_description,weather_icon,base,main_temp,main_pressure,main_humidity,main_temp_min,main_temp_max,visibility,wind_speed,wind_deg,clouds_all,dt,sys_type,sys_id,sys_message,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod
-8.83,13.24,803,Clouds,broken clouds,04d,stations,64.4,1014,93,64.4,64.4,9000,4.7,100,75,1561702115,1,2173,0.0071,AO,1561699307,1561741106,3600,2240449,Luanda,200
-34.72,135.86,803,Clouds,broken clouds,04d,stations,61.79,1010.35,71,61.79,61.79,,17.22,333.711,71,1561701958,,,0.0068,AU,1561673067,1561708480,34200,2063036,Port Lincoln,200
68.05,39.51,500,Rain,light rain,10d,stations,40.91,1005.87,81,40.91,40.91,,12.62,355.728,100,1561702070,,,0.0062,RU,0,0,10800,556268,Ostrovnoy,200
32.3,-64.78,801,Clouds,few clouds,02n,stations,77.99,1021,94,77,78.8,10000,9.17,220,20,1561701698,1,8816,0.0083,BM,1561713277,1561764590,-10800,3573197,Hamilton,200
22.57,59.53,800,Clear,clear sky,01d,stations,97.97,1001.59,37,97.97,97.97,,16.64,218.193,0,1561701984,,,0.0061,OM,1561684781,1561733409,14400,286245,Sur,200
-3.44,10.65,802,Clouds,scattered clouds,03d,stations,72.95,1015.25,81,72.95,72.95,,15.28,149.858,31,1561702285,,,0.0069,GA,1561699366,1561742289,3600,2399001,Mayumba,200
71,24.66,520,Rain,light intensity shower rain,09d,stations,42.8,1003,81,42.8,42.8,10000,35.57,260,75,1561702285,1,1632,0.0095,NO,0,0,7200,779622,Havoysund,200
4.27,-54.38,804,Clouds,overcast clouds,04n,stations,71.69,1011.88,99,71.69,71.69,,1.48,78.436,94,1561702285,,,0.0069,GF,1561714177,1561758697,-10800,3381538,Grand-Santi,200
17.2,-25.09,802,Clouds,scattered clouds,03n,stations,75.2,1016,78,75.2,75.2,10000,11.41,70,40,1561701932,1,2467,0.0064,CV,1561705739,1561753074,-3600,3374346,Ponta do Sol,200
43.82,-111.79,800,Clear,clear sky,01n,stations,58.69,1018,39,51.8,66.2,16093,5.5,88.999,1,1561702015,1,4491,0.0066,US,1561722433,1561778001,-21600,5605242,Rexburg,200
-4.62,55.45,802,Clouds,scattered clouds,03d,stations,82.4,1013,74,82.4,82.4,10000,11.41,120,40,1561701972,1,2218,0.012,SC,1561688735,1561731413,14400,241131,Victoria,200
65.95,111.51,803,Clouds,broken clouds,04d,stations,82.4,1013,30,82.4,82.4,10000,2.24,,75,1561702286,1,8846,0.0069,RU,0,0,32400,2027296,Aykhal,200
-23.7,133.88,800,Clear,clear sky,01d,stations,75.2,1017,17,75.2,75.2,10000,8.05,280,0,1561702286,1,9483,0.0062,AU,1561672024,1561710473,34200,2077895,Alice Springs,200
5.04,120.1,803,Clouds,broken clouds,04d,stations,84.29,1007.98,76,84.29,84.29,,16.87,198.322,58,1561702287,,,0.0058,PH,1561672216,1561716897,28800,1705597,Lookan,200
-0.6,73.08,804,Clouds,overcast clouds,04d,stations,85.01,1011.52,66,85.01,85.01,,6.82,13.475,98,1561701944,,,0.0051,MV,1561684088,1561727598,18000,1282256,Hithadhoo,200
43.65,51.16,800,Clear,clear sky,01d,stations,84.2,1008,23,84.2,84.2,10000,8.95,150,0,1561702287,1,8834,0.0059,KZ,1561683352,1561738856,18000,610612,Aktau,200
39.95,-94.76,800,Clear,clear sky,01n,stations,76.91,1018,65,75.2,78.8,11265,8.05,150,1,1561701944,1,4022,0.0072,US,1561719155,1561773104,-18000,4407665,Kodiak,200
13.07,-59.53,802,Clouds,scattered clouds,03n,stations,82.4,1014,78,82.4,82.4,10000,23.04,100,40,1561702246,1,8772,0.0063,BB,1561714473,1561760873,-14400,3373652,Oistins,200
50.23,-63.6,500,Rain,light rain,10n,stations,51.8,1021,93,51.8,51.8,14484,10.29,110,90,1561701925,1,812,0.0062,CA,1561709178,1561768122,-14400,5972291,Havre-Saint-Pierre,200
38.73,35.48,801,Clouds,few clouds,02d,stations,72.46,1011,53,72,73.4,10000,2.24,,20,1561702288,1,6963,0.0072,TR,1561688122,1561741614,10800,308463,Kayseri,200
16.86,-99.88,804,Clouds,overcast clouds,04n,stations,82.4,1012,74,82.4,82.4,9656,5.82,320,90,1561702289,1,7103,0.0074,MX,1561723732,1561770986,-18000,3533462,Acapulco,200
39.3,9.2,800,Clear,clear sky,01d,stations,76.15,1015,73,71.6,80.6,10000,8.05,330,0,1561702289,1,6720,0.0056,IT,1561694323,1561748029,7200,6539309,Sinnai,200
-17.91,19.77,800,Clear,clear sky,01d,stations,55.4,1025,50,55.4,55.4,,5.82,130,4,1561702289,1,2277,0.0061,NA,1561698728,1561738549,7200,3353383,Rundu,200
18.62,-100.35,803,Clouds,broken clouds,04n,stations,73.13,1015.6,80,73.13,73.13,,2.15,54.664,83,1561702016,,,0.0083,MX,1561723639,1561771303,-18000,3981460,Coahuayana,200
68.75,161.3,500,Rain,light rain,10d,stations,43.07,1005.35,87,43.07,43.07,,13.73,12.037,100,1561701955,,,0.0057,RU,0,0,39600,2126199,Cherskiy,200
-19.55,169.27,501,Rain,moderate rain,10d,stations,73.4,1012,94,73.4,73.4,10000,5.44,81.633,90,1561701999,1,7317,0.0072,VU,1561663034,1561702474,39600,2136825,Isangel,200
-22.43,-151.33,500,Rain,light rain,10n,stations,70.07,1015.1,76,70.07,70.07,,16.67,140.869,17,1561702291,,,0.0066,PF,1561653918,1561692675,-36000,4034188,Moerai,200
-38.37,178.3,800,Clear,clear sky,01n,stations,41.09,1037.02,97,41.09,41.09,,1.07,40.497,0,1561702167,,,0.0055,NZ,1561663481,1561697692,43200,2180991,Tolaga Bay,200
20.89,-156.47,500,Rain,light rain,10n,stations,77.04,1016,100,75,79,16093,5.82,70,90,1561702058,1,7875,0.0056,US,1561650422,1561698639,-36000,5847411,Kahului,200
47.85,-83.4,804,Clouds,overcast clouds,04n,stations,54.77,1018.11,82,54.77,54.77,,3.38,275.067,100,1561702292,,,0.008,CA,1561714620,1561772185,-14400,5919915,Chapleau,200
50.3,103.31,500,Rain,light rain,10d,stations,66.47,1006.57,46,66.47,66.47,,8.5,15.27,100,1561702292,,,0.0057,RU,1561669084,1561728089,28800,2022369,Kholtoson,200
29.96,122.3,801,Clouds,few clouds,02d,stations,78.53,999.85,89,78.53,78.53,,13.11,140.864,12,1561702292,,,0.0058,CN,1561668718,1561719338,28800,1795632,Shenjiamen,200
-34.58,150.85,801,Clouds,few clouds,02d,stations,65.68,1027,49,64,68,10000,8.05,20,20,1561702080,1,9594,0.0071,AU,1561669447,1561704903,36000,6255012,Flinders,200
5.38,-52.96,500,Rain,light rain,10n,stations,80.87,1012.04,81,80.87,80.87,,12.59,97.524,98,1561701979,,,0.0057,GF,1561713721,1561758472,-10800,3380290,Sinnamary,200
9.46,12.04,804,Clouds,overcast clouds,04d,stations,76.01,1013.25,87,76.01,76.01,,6.82,251.915,90,1561702293,,,0.0074,NG,1561697686,1561743302,3600,2328617,Numan,200
-22.28,166.46,803,Clouds,broken clouds,04d,stations,69.8,1014,83,69.8,69.8,10000,8.05,130,75,1561702293,1,7344,0.0066,NC,1561664031,1561702826,39600,2139521,Noumea,200
11.14,123.72,500,Rain,light rain,10d,stations,85.55,1007.03,70,85.55,85.55,,8.95,246.935,99,1561702293,,,0.0062,PH,1561670697,1561716677,28800,1685422,Sulangan,200
-9.43,159.96,802,Clouds,scattered clouds,03d,stations,89.6,1008,62,89.6,89.6,10000,5.82,320,40,1561702294,1,2,0.0103,SB,1561664153,1561705824,39600,2108502,Honiara,200
50.1,-91.92,800,Clear,clear sky,01n,stations,59.14,1019,100,53.6,62.6,24140,2.26,322.328,5,1561702294,1,979,0.0088,CA,1561716017,1561774879,-18000,6148373,Sioux Lookout,200
12.35,32.18,803,Clouds,broken clouds,04d,stations,88.25,1009.03,45,88.25,88.25,,14,199.688,79,1561702294,,,0.0054,SD,1561692538,1561738781,7200,370510,Marabba,200
21.43,39.83,803,Clouds,broken clouds,04d,stations,100.49,1001.94,24,100.49,100.49,,5.68,350.697,53,1561702253,,,0.0061,SA,1561689651,1561737996,10800,104515,Mecca,200
-21.37,55.62,800,Clear,clear sky,01d,stations,74.82,1020,57,66.99,78.8,10000,21.92,120,10,1561701974,1,2127,0.0057,RE,1561690526,1561729541,14400,6690296,Saint-Joseph,200
14.69,-17.45,801,Clouds,few clouds,02n,stations,77,1012,88,77,77,8000,11.41,250,20,1561702201,1,2410,0.0065,SN,1561704192,1561750954,0,2253354,Dakar,200
39.51,-90.4,800,Clear,clear sky,01n,stations,74.97,1021,78,73,77,16093,5.82,160,1,1561701947,1,4508,0.0091,US,1561718193,1561771973,-18000,4252975,Barrow,200
-29.95,-71.34,804,Clouds,overcast clouds,04n,stations,51.8,1013,81,51.8,51.8,10000,2.15,38.08,90,1561702063,1,8514,0.006,CL,1561722096,1561758920,-14400,3893629,Coquimbo,200
39.92,33.23,801,Clouds,few clouds,02d,stations,74.28,1011,50,72,75.99,10000,2.24,,20,1561702296,1,6947,0.0084,TR,1561688435,1561742381,10800,315720,Elmadag,200
-2.55,36.79,803,Clouds,broken clouds,04d,stations,63.41,1018.62,72,63.41,63.41,,4.38,176.2,65,1561702297,,,0.0058,KE,1561693000,1561736107,10800,184570,Namanga,200
4.14,96.13,803,Clouds,broken clouds,04d,stations,83.57,1009,68,83.57,83.57,,2.91,143.051,51,1561702297,,,0.0058,ID,1561678063,1561722556,25200,1214488,Meulaboh,200
41.76,86.15,500,Rain,light rain,10d,stations,71.33,1006.6,35,71.33,71.33,,6.06,176.828,10,1561701718,,,0.0073,CN,1561675361,1561730050,28800,1529376,Korla,200
26.33,43.97,800,Clear,clear sky,01d,stations,91.4,1006,24,91.4,91.4,10000,10.02,6.534,0,1561701988,1,7411,0.0058,SA,1561688029,1561737631,10800,107304,Buraydah,200
18.29,83.89,804,Clouds,overcast clouds,04d,stations,100.31,1001.6,38,100.31,100.31,,4.83,299.485,100,1561702298,,,0.0066,IN,1561679452,1561727043,19800,1255647,Srikakulam,200
-7.3,27.4,800,Clear,clear sky,01d,stations,73.31,1016.14,44,73.31,73.31,,2.17,137.806,0,1561702298,,,0.0058,CD,1561695747,1561737867,7200,209598,Manono,200
-2.67,141.3,500,Rain,light rain,10d,stations,84.11,1006.54,68,84.11,84.11,,7,38.339,89,1561702005,,,0.0078,PG,1561667927,1561711008,36000,2084442,Vanimo,200
28.39,-105.62,802,Clouds,scattered clouds,03n,stations,80.01,1016,31,80.01,80.01,,1.01,123,30,1561701951,3,2019470,0.0067,MX,1561723655,1561773817,-21600,3996234,Lazaro Cardenas,200
6.7,101.62,801,Clouds,few clouds,02d,stations,87.8,1009,62,87.8,87.8,10000,6.93,80,20,1561702299,1,9271,0.0073,TH,1561676477,1561721507,25200,1606851,Sai Buri,200
-0.61,-47.36,800,Clear,clear sky,01n,stations,82.13,1011.22,79,82.13,82.13,,16.04,83.733,2,1561702300,,,0.008,BR,1561712998,1561756506,-10800,3389822,Salinopolis,200
53.41,109.03,800,Clear,clear sky,01d,stations,61.61,1004.87,57,61.61,61.61,,3.15,287.01,0,1561702300,,,0.0061,RU,1561666648,1561727778,28800,2013986,Ust-Barguzin,200
9.18,105.15,804,Clouds,overcast clouds,04d,stations,88.07,1007.73,68,88.07,88.07,,10.54,243.141,100,1561702039,,,0.0066,VN,1561675366,1561720923,25200,1586443,Ca Mau,200
13.21,18.34,804,Clouds,overcast clouds,04d,stations,85.19,1010.63,51,85.19,85.19,,14.23,245.312,86,1561702301,,,0.0066,TD,1561695766,1561742198,3600,2436400,Ati,200
66.82,65.8,500,Rain,light rain,10d,stations,56.75,1011.78,59,56.75,56.75,,3.6,262.228,96,1561702301,,,0.0056,RU,0,0,18000,1503726,Kharp,200
63.01,112.47,804,Clouds,overcast clouds,04d,stations,86.63,1010.85,28,86.63,86.63,,6.02,42.245,88,1561702301,,,0.0096,RU,1561659976,1561732800,32400,2025456,Chernyshevskiy,200
29.03,21.55,800,Clear,clear sky,01d,stations,82.67,1011.7,45,82.67,82.67,,10.07,56.031,0,1561702302,,,0.0064,LY,1561693037,1561743386,7200,86049,Jalu,200
19.22,-104.7,804,Clouds,overcast clouds,04n,stations,78.35,1012.74,83,78.35,78.35,,3.31,353.417,100,1561702066,,,0.0087,MX,1561724612,1561772418,-18000,3985168,San Patricio,200
-2.54,115.51,800,Clear,clear sky,01d,stations,93.65,1009.61,40,93.65,93.65,,3.2,282.212,10,1561702302,,,0.0057,ID,1561674104,1561717212,28800,1641899,Labuhan,200
43.11,0.72,804,Clouds,overcast clouds,04d,stations,67.23,1021,93,62.6,73,9000,5.82,260,90,1561702302,1,6471,0.0083,FR,1561695581,1561750842,7200,2980045,Saint-Gaudens,200
18.46,-69.3,801,Clouds,few clouds,02n,stations,75.6,1016,94,75.2,75.99,10000,4.7,30,20,1561702303,1,7077,0.0063,DO,1561716205,1561763832,-14400,3493032,San Pedro de Macoris,200
27.32,-102.4,802,Clouds,scattered clouds,03n,stations,68.63,1016.55,67,68.63,68.63,,6.73,105.367,35,1561702303,,,0.0063,MX,1561723030,1561772896,-18000,3994534,Ocampo,200
6.06,-75.19,521,Rain,shower rain,09n,stations,59.32,1025,100,57,60.8,10000,3.36,60,40,1561702303,1,8619,0.0078,CO,1561718985,1561763879,-18000,3686158,Cocorna,200
46.25,-114.15,800,Clear,clear sky,01n,stations,56.5,1019,51,55,59,16093,11.41,20,1,1561702227,1,3059,0.0091,US,1561722421,1561779147,-21600,5655959,Hamilton,200
22.68,-3.98,802,Clouds,scattered clouds,03d,stations,89.87,1008.34,10,89.87,89.87,,6.44,347.138,50,1561702304,,,0.0049,ML,1561700013,1561748666,0,2450173,Taoudenni,200
64.17,-51.74,802,Clouds,scattered clouds,03d,stations,39.11,1018,86,39,39.2,,1.12,,39,1561702304,1,86,0.0096,GL,1561697952,1561773654,-7200,3421319,Nuuk,200
-2.02,147.27,501,Rain,moderate rain,10d,stations,81.05,1007.19,82,81.05,81.05,,8.9,71.342,89,1561702014,,,0.0062,PG,1561666426,1561709643,36000,2092164,Lorengau,200
42.5,-90.66,800,Clear,clear sky,01n,stations,69.28,1018,88,66,73.4,16093,9.17,140,1,1561702305,1,5025,0.0077,US,1561717651,1561772640,-18000,4854529,Dubuque,200
45.25,77.98,800,Clear,clear sky,01d,stations,94.73,1002.85,15,94.73,94.73,,15.52,54.365,0,1561702305,,,0.0064,KZ,1561676542,1561732791,21600,1517637,Ushtobe,200
39.42,-92.44,800,Clear,clear sky,01n,stations,76.77,1021,88,75.2,78.01,16093,5.82,160,1,1561702299,1,3686,0.0077,US,1561718700,1561772445,-18000,4398730,Moberly,200
61.51,38.95,804,Clouds,overcast clouds,04d,stations,59.99,1002.27,59,59.99,59.99,,4.74,110.322,100,1561702306,,,0.0111,RU,1561679057,1561749012,10800,552465,Kargopol,200
33.51,132.54,803,Clouds,broken clouds,04d,stations,77,1001,88,77,77,10000,6.93,340,75,1561702306,1,8031,0.0063,JP,1561665720,1561717421,32400,1926055,Ozu,200
-5.2,-35.46,800,Clear,clear sky,01n,stations,71.6,1014,94,71.6,71.6,10000,4.7,240,0,1561702114,1,8452,0.0056,BR,1561710617,1561753175,-10800,3386213,Touros,200
68.36,-133.71,802,Clouds,scattered clouds,03d,stations,57.2,1018,41,57.2,57.2,24140,5.82,40,40,1561702034,1,796,0.0061,CA,0,0,-21600,5983607,Inuvik,200
-24.02,21.87,800,Clear,clear sky,01d,stations,53.15,1020.91,51,53.15,53.15,,9.51,343.157,0,1561702307,,,0.0054,BW,1561698948,1561737321,7200,933726,Tshane,200
39.51,54.36,800,Clear,clear sky,01d,stations,94.19,1004.73,34,94.19,94.19,,16.08,139.496,0,1561702307,,,0.0093,TM,1561683442,1561737230,18000,161616,Balkanabat,200
66.04,-17.34,802,Clouds,scattered clouds,03d,stations,55.4,1012,82,55.4,55.4,10000,9.17,170,40,1561702111,1,83,0.0065,IS,0,0,0,2629833,Husavik,200
42.65,131.06,804,Clouds,overcast clouds,04d,stations,59.09,1001.44,85,59.09,59.09,,5.7,162.894,100,1561702308,,,0.0075,RU,1561664391,1561719460,36000,2012646,Zarubino,200
4.41,114.01,803,Clouds,broken clouds,04d,stations,89.2,1008,59,89.01,89.6,10000,3.36,,75,1561702085,1,9368,0.0063,MY,1561673743,1561718293,28800,1738050,Miri,200
14.9,-24.5,800,Clear,clear sky,01n,stations,73.31,1014.45,86,73.31,73.31,,18.39,48.241,0,1561701978,,,0.0064,CV,1561705860,1561752670,-3600,3374210,Sao Filipe,200
67.55,133.39,803,Clouds,broken clouds,04d,stations,79.07,1007.41,30,79.07,79.07,,16.08,20.445,53,1561702309,,,0.0053,RU,0,0,36000,2013465,Verkhoyansk,200
71.64,128.87,804,Clouds,overcast clouds,04d,stations,47.93,1014.82,62,47.93,47.93,,6.49,31.848,99,1561701995,,,0.0053,RU,0,0,32400,2015306,Tiksi,200
50.53,35.8,803,Clouds,broken clouds,04d,stations,64.4,1000,72,64.4,64.4,10000,15.66,290,75,1561702309,1,9030,0.007,RU,1561685220,1561744362,10800,560674,Golovchino,200
1.61,16.05,803,Clouds,broken clouds,04d,stations,72.41,1013.55,81,72.41,72.41,,1.45,41.678,68,1561702309,,,0.0078,CG,1561697548,1561741515,3600,2255564,Ouesso,200
17.15,42.62,800,Clear,clear sky,01d,stations,95,1002,63,95,95,10000,10.29,120,0,1561702310,1,7407,0.0061,SA,1561689492,1561736816,10800,102651,Sabya,200
37.43,118.67,500,Rain,light rain,10d,stations,77.99,998.78,66,77.99,77.99,,3,335.786,100,1561702310,,,0.0063,CN,1561668388,1561721411,28800,1812101,Dongying,200
-24.73,-65.49,800,Clear,clear sky,01n,stations,40.23,1007,93,39.2,41,10000,3.36,180,0,1561702310,1,8267,0.0059,AR,1561720004,1561758203,-10800,3838233,San Lorenzo,200
69.01,23.04,804,Clouds,overcast clouds,04d,stations,44.15,1009.62,53,44.15,44.15,,17.85,275.703,100,1561702311,,,0.0109,NO,0,0,7200,779330,Kautokeino,200
48.43,2.15,800,Clear,clear sky,01d,stations,67.51,1021,60,64,70,10000,6.93,40,0,1561702264,1,6544,0.0073,FR,1561693922,1561751814,7200,3019459,Etampes,200
-8.1,156.84,500,Rain,light rain,10d,stations,83.75,1007.63,75,83.75,83.75,,9.82,152.424,88,1561702311,,,0.0068,SB,1561664762,1561706713,39600,2108857,Gizo,200
-12.12,-73,500,Rain,light rain,10n,stations,66.47,1016.14,98,66.47,66.47,,2.06,175.635,23,1561702311,,,0.0071,PE,1561720356,1561761457,-18000,3933104,Pangoa,200
-8.85,31.37,800,Clear,clear sky,01d,stations,61.79,1020.18,52,61.79,61.79,,5.64,152.591,0,1561702312,,,0.0054,ZM,1561694957,1561736752,7200,176146,Mbala,200
35.73,140.83,803,Clouds,broken clouds,04d,stations,83.59,999,74,80.6,86,10000,3.36,230,75,1561702020,1,7955,0.008,JP,1561663365,1561715796,32400,2112802,Hasaki,200
-33.35,149.98,800,Clear,clear sky,01d,stations,56.12,1029,87,52,63,,3,60,0,1561702027,3,2008264,0.0088,AU,1561669468,1561705300,36000,2152668,Portland,200
42.13,-1.14,802,Clouds,scattered clouds,03d,stations,71.94,1018,38,68,75,10000,3.36,80,39,1561702312,1,6407,0.0071,ES,1561696238,1561751077,7200,3123688,Ejea de los Caballeros,200
59.53,10.09,800,Clear,clear sky,01d,stations,60.37,1022,62,55,64,10000,10.29,360,0,1561702313,1,1679,0.0085,NO,1561687429,1561754495,7200,7626344,Hof,200
-15.72,46.32,801,Clouds,few clouds,02d,stations,77,1016,65,77,77,10000,4.7,140,20,1561702268,1,2143,0.006,MG,1561692110,1561732422,10800,1062663,Mahajanga,200
44.39,46.54,800,Clear,clear sky,01d,stations,88.07,1004.58,38,88.07,88.07,,14.03,148.019,0,1561702011,,,0.0056,RU,1561684292,1561740134,10800,868355,Kochubey,200
29.85,80.53,500,Rain,light rain,10d,stations,65.93,1006.25,54,65.93,65.93,,8.34,218.497,22,1561702313,,,0.0069,IN,1561678761,1561729348,19800,1272864,Dharchula,200
-26.39,-70.05,800,Clear,clear sky,01n,stations,39.47,1015.98,93,39.47,39.47,,0.76,44.644,0,1561702314,,,0.0071,CL,1561721310,1561759087,-14400,3892454,Diego de Almagro,200
-32.84,-70.95,803,Clouds,broken clouds,04n,stations,45.97,1013,93,44.6,48.2,10000,1.21,309.237,75,1561702314,1,8520,0.0101,CL,1561722417,1561758412,-14400,3883035,Llaillay,200
66.77,123.37,804,Clouds,overcast clouds,04d,stations,76.19,1009.91,44,76.19,76.19,,11.9,3.447,100,1561702110,,,0.0053,RU,0,0,32400,2012530,Zhigansk,200
62.58,6.12,521,Rain,shower rain,09d,stations,51.08,1024,87,50,52,10000,11.41,210,75,1561702000,1,1602,0.0087,NO,1561685967,1561757863,7200,3141667,Roald,200
-34.86,-56.05,800,Clear,clear sky,01n,stations,49.37,1012,70,48,52,10000,8.05,20,0,1561702146,1,8713,0.0076,UY,1561719148,1561754528,-10800,3441292,Paso de Carrasco,200
23.99,-104.67,804,Clouds,overcast clouds,04n,stations,73.99,1026,42,73.99,73.99,,8.99,44,89,1561701966,3,2011962,0.0064,MX,1561724017,1561773000,-18000,4011743,Constitucion,200
51.7,30.66,500,Rain,light rain,10d,stations,57.65,1006.1,79,57.65,57.65,,15.03,317.852,61,1561702315,,,0.0071,UA,1561686073,1561745976,10800,702477,Lyubech,200
35.17,-2.93,701,Mist,mist,50d,stations,72.34,1015,83,71.6,73.4,4900,5.82,300,75,1561702316,1,2380,0.0082,MA,1561697970,1561750205,3600,2541479,Nador,200
61.99,-49.67,800,Clear,clear sky,01d,stations,37.31,1018.07,88,37.31,37.31,,18.77,323.402,0,1561702316,,,0.0071,GL,1561699925,1561770688,-7200,3421193,Paamiut,200
-0.92,100.36,801,Clouds,few clouds,02d,stations,83.75,1008.87,73,83.75,83.75,,10.47,165.272,19,1561702316,,,0.0063,ID,1561677573,1561721016,25200,1633419,Padang,200
53.59,-116.44,500,Rain,light rain,10n,stations,53.6,1017,100,53.6,53.6,9656,8.05,60,90,1561702317,1,794,0.0104,CA,1561720714,1561781953,-21600,5946820,Edson,200
5.35,48.53,804,Clouds,overcast clouds,04d,stations,83.21,1013.68,54,83.21,83.21,,21.88,215.309,96,1561702166,,,0.0058,SO,1561689363,1561734108,10800,57000,Hobyo,200
-3.7,128.18,803,Clouds,broken clouds,04d,stations,80.6,1011,78,80.6,80.6,10000,2.24,,75,1561701814,1,9361,0.0083,ID,1561671182,1561714051,32400,1651531,Ambon,200
31.95,12.03,800,Clear,clear sky,01d,stations,76.73,1014.17,53,76.73,76.73,,3.85,107.814,0,1561702318,,,0.0053,LY,1561694892,1561746101,7200,2216432,Jadu,200
11.28,-15.83,803,Clouds,broken clouds,04n,stations,80.33,1012.48,84,80.33,80.33,,13.27,254.985,67,1561702153,,,0.0078,GW,1561704180,1561750188,0,2374583,Bubaque,200
-19.06,-169.92,500,Rain,light rain,10n,stations,71.6,1015,94,71.6,71.6,,12.75,120,44,1561701894,1,7306,0.0064,NU,1561657982,1561697535,-39600,4036284,Alofi,200
-22.95,14.51,804,Clouds,overcast clouds,04d,stations,57.52,1021,77,55.99,59,10000,3.36,80,90,1561702139,1,2288,0.0089,NA,1561700583,1561739219,7200,3359638,Walvis Bay,200
14.12,38.72,500,Rain,light rain,10d,stations,72.05,1012.5,63,72.05,72.05,,2.21,251.913,37,1561702318,,,0.0078,ET,1561690772,1561737408,10800,344420,Aksum,200
13.22,-59.52,802,Clouds,scattered clouds,03n,stations,82.4,1014,78,82.4,82.4,10000,23.04,100,40,1561702319,1,8772,0.0077,BB,1561714454,1561760888,-14400,3374083,Bathsheba,200
53.57,20.99,800,Clear,clear sky,01d,stations,61.61,1019.58,59,61.61,61.61,,7.63,312.3,0,1561702319,,,0.0104,PL,1561687726,1561748966,7200,757357,Szczytno,200
-42.48,-73.76,800,Clear,clear sky,01n,stations,28.4,1011,100,28.4,28.4,10000,5.82,210,0,1561701719,1,8512,0.0075,CL,1561724740,1561757438,-14400,3896218,Castro,200
-30.86,30.37,800,Clear,clear sky,01d,stations,61.79,1016.86,40,61.79,61.79,,8.86,330.798,0,1561701845,,,0.0061,ZA,1561697812,1561734377,7200,978895,Margate,200
32.2,74.65,721,Haze,haze,50d,stations,100.4,999,39,100.4,100.4,5000,3.36,,0,1561702320,1,9157,0.0088,PK,1561679822,1561731110,18000,1175297,Kalaswala,200
5.88,-10.05,500,Rain,light rain,10n,stations,78.17,1013.19,83,78.17,78.17,,8.93,198.086,53,1561702320,,,0.006,LR,1561703368,1561748225,0,2278158,Buchanan,200
-5.12,120.25,802,Clouds,scattered clouds,03d,stations,77.63,1010.77,70,77.63,77.63,,6.2,96.576,46,1561702321,,,0.0064,ID,1561673233,1561715807,28800,1626895,Sinjai,200
5.67,73,804,Clouds,overcast clouds,04d,stations,83.75,1011.13,74,83.75,83.75,,9.53,305.852,100,1561701705,,,0.0061,MV,1561683455,1561728268,18000,1337619,Ugoofaaru,200
47.5,-111.29,801,Clouds,few clouds,02n,stations,52.5,1019,87,50,55.4,16093,8.05,310,20,1561702321,1,4204,0.0066,US,1561721411,1561778784,-21600,5655240,Great Falls,200
-23.85,-50.19,802,Clouds,scattered clouds,03n,stations,62.01,1018,99,62.01,62.01,,1.01,315,45,1561702322,3,2000170,0.0072,BR,1561716223,1561754640,-10800,3461628,Ibaiti,200
40.6,-124.16,741,Fog,fog,50n,stations,50.99,1021,93,50,52,,10.04,23.921,90,1561702155,1,4127,0.0116,US,1561639662,1561693888,-25200,5563839,Fortuna,200
-51.62,-69.22,800,Clear,clear sky,01n,stations,23,1003,92,23,23,10000,10.29,250,0,1561702252,1,8293,0.0085,AR,1561725885,1561754113,-10800,3838859,Rio Gallegos,200
45.44,-76.36,800,Clear,clear sky,01n,stations,63.39,1020,88,61,64.99,24140,6.93,200,5,1561702323,1,872,0.0068,CA,1561713549,1561769877,-14400,5887214,Arnprior,200
-0.95,-78.68,803,Clouds,broken clouds,04n,stations,50,1030,87,50,50,10000,13.87,170,75,1561702323,1,8541,0.0063,EC,1561720551,1561763989,-18000,3652684,Pujili,200
58.33,68.13,801,Clouds,few clouds,02d,stations,63.77,1014.07,40,63.77,63.77,,4.85,351.769,24,1561702324,,,0.0055,RU,1561674214,1561739847,18000,1505495,Irtyshskiy,200
-45.41,167.72,800,Clear,clear sky,01n,stations,46.31,1034.92,79,46.31,46.31,,9.26,305.185,5,1561701994,,,0.0065,NZ,1561667406,1561698846,43200,2181625,Te Anau,200
-1.87,-79.8,801,Clouds,few clouds,02n,stations,73.11,1009,88,72,73.99,10000,13.87,220,20,1561702324,1,8534,0.0068,EC,1561720915,1561764163,-18000,3652065,Esmeraldas,200
44.51,50.26,800,Clear,clear sky,01d,stations,78.71,1006.58,52,78.71,78.71,,11.68,165.796,0,1561702324,,,0.006,KZ,1561683371,1561739269,18000,609906,Fort-Shevchenko,200
33.93,134.5,803,Clouds,broken clouds,04d,stations,82.8,1002,83,78.8,84.99,10000,8.05,70,75,1561701957,1,8027,0.0079,JP,1561665182,1561717018,32400,1865309,Katsuura,200
12.23,-12.34,500,Rain,light rain,10n,stations,76.19,1012.77,90,76.19,76.19,,6.46,241.98,98,1561702325,,,0.0069,GN,1561703238,1561749454,0,2417886,Kerouane,200
-10.41,-36.43,801,Clouds,few clouds,02n,stations,73.85,1015.92,81,73.85,73.85,,6.31,122.794,21,1561702325,,,0.0061,BR,1561711396,1561752861,-10800,3454005,Piacabucu,200
65.8,87.96,804,Clouds,overcast clouds,04d,stations,70.07,1004.17,79,70.07,70.07,,6.89,82.473,100,1561702325,,,0.0067,RU,1561660151,1561744391,25200,1488903,Turukhansk,200
